code,effective_date
600383,2009-03-02
600415,2009-03-02
600418,2009-03-02
600426,2009-03-02
600428,2009-03-02
600432,2009-03-02
600456,2009-03-02
600489,2009-03-02
600497,2009-03-02
600500,2009-03-02
600508,2009-03-02
600519,2009-03-02
600528,2009-03-02
600547,2009-03-02
600548,2009-03-02
600549,2009-03-02
600550,2009-03-02
600569,2009-03-02
600583,2009-03-02
600585,2009-03-02
600588,2009-03-02
600591,2009-03-02
600595,2009-03-02
600596,2009-03-02
600597,2009-03-02
600598,2009-03-02
600600,2009-03-02
600601,2009-03-02
600611,2009-03-02
600616,2009-03-02
600631,2009-03-02
600635,2009-03-02
600638,2009-03-02
600639,2009-03-02
600642,2009-03-02
600643,2009-03-02
600649,2009-03-02
600653,2009-03-02
600655,2009-03-02
600660,2009-03-02
600663,2009-03-02
600664,2009-03-02
600674,2009-03-02
600675,2009-03-02
600685,2009-03-02
600688,2009-03-02
600690,2009-03-02
600694,2009-03-02
600717,2009-03-02
600737,2009-03-02
600739,2009-03-02
600741,2009-03-02
600747,2009-03-02
600748,2009-03-02
600761,2009-03-02
600770,2009-03-02
600779,2009-03-02
600780,2009-03-02
600795,2009-03-02
600804,2009-03-02
600808,2009-03-02
600809,2009-03-02
600811,2009-03-02
600812,2009-03-02
600820,2009-03-02
600832,2009-03-02
600835,2009-03-02
600837,2009-03-02
600839,2009-03-02
600859,2009-03-02
600863,2009-03-02
600874,2009-03-02
600875,2009-03-02
600879,2009-03-02
600881,2009-03-02
600886,2009-03-02
600887,2009-03-02
600895,2009-03-02
600900,2009-03-02
600961,2009-03-02
600978,2009-03-02
600997,2009-03-02
601001,2009-03-02
601003,2009-03-02
601005,2009-03-02
601006,2009-03-02
601009,2009-03-02
601088,2009-03-02
601111,2009-03-02
601166,2009-03-02
601168,2009-03-02
601169,2009-03-02
601186,2009-03-02
601318,2009-03-02
601328,2009-03-02
601333,2009-03-02
601390,2009-03-02
601398,2009-03-02
601588,2009-03-02
601600,2009-03-02
601601,2009-03-02
601628,2009-03-02
601666,2009-03-02
601699,2009-03-02
601808,2009-03-02
601857,2009-03-02
601866,2009-03-02
601872,2009-03-02
601898,2009-03-02
601899,2009-03-02
601918,2009-03-02
601919,2009-03-02
601939,2009-03-02
601958,2009-03-02
601988,2009-03-02
601991,2009-03-02
601998,2009-03-02
000001,2009-03-02
000002,2009-03-02
000009,2009-03-02
000012,2009-03-02
000021,2009-03-02
000024,2009-03-02
000027,2009-03-02
000031,2009-03-02
000039,2009-03-02
000046,2009-03-02
000059,2009-03-02
000060,2009-03-02
000061,2009-03-02
000063,2009-03-02
000069,2009-03-02
000088,2009-03-02
000089,2009-03-02
000100,2009-03-02
000157,2009-03-02
000301,2009-03-02
000338,2009-03-02
000401,2009-03-02
000402,2009-03-02
000422,2009-03-02
000423,2009-03-02
000425,2009-03-02
000488,2009-03-02
000503,2009-03-02
000527,2009-03-02
000528,2009-03-02
000538,2009-03-02
000539,2009-03-02
000543,2009-03-02
000559,2009-03-02
000562,2009-03-02
000568,2009-03-02
000612,2009-03-02
000623,2009-03-02
000625,2009-03-02
000629,2009-03-02
000630,2009-03-02
000651,2009-03-02
000652,2009-03-02
000667,2009-03-02
000680,2009-03-02
000686,2009-03-02
000690,2009-03-02
000709,2009-03-02
000717,2009-03-02
000718,2009-03-02
000725,2009-03-02
000728,2009-03-02
000729,2009-03-02
000755,2009-03-02
000758,2009-03-02
000767,2009-03-02
000768,2009-03-02
000778,2009-03-02
000783,2009-03-02
000792,2009-03-02
000793,2009-03-02
000800,2009-03-02
000807,2009-03-02
000822,2009-03-02
000825,2009-03-02
000829,2009-03-02
000839,2009-03-02
000858,2009-03-02
000876,2009-03-02
000878,2009-03-02
000895,2009-03-02
000897,2009-03-02
000898,2009-03-02
000900,2009-03-02
000912,2009-03-02
000917,2009-03-02
000927,2009-03-02
000932,2009-03-02
000933,2009-03-02
000937,2009-03-02
000951,2009-03-02
000959,2009-03-02
000960,2009-03-02
000968,2009-03-02
000969,2009-03-02
000983,2009-03-02
002001,2009-03-02
002024,2009-03-02
002097,2009-03-02
002128,2009-03-02
002142,2009-03-02
002146,2009-03-02
002152,2009-03-02
002155,2009-03-02
002202,2009-03-02
600000,2009-03-03
600001,2009-03-03
600004,2009-03-03
600005,2009-03-03
600006,2009-03-03
600007,2009-03-03
600008,2009-03-03
600009,2009-03-03
600010,2009-03-03
600011,2009-03-03
600015,2009-03-03
600016,2009-03-03
600017,2009-03-03
600018,2009-03-03
600019,2009-03-03
600020,2009-03-03
600021,2009-03-03
600022,2009-03-03
600026,2009-03-03
600027,2009-03-03
600028,2009-03-03
600029,2009-03-03
600030,2009-03-03
600031,2009-03-03
600033,2009-03-03
600036,2009-03-03
600037,2009-03-03
600048,2009-03-03
600050,2009-03-03
600058,2009-03-03
600062,2009-03-03
600066,2009-03-03
600068,2009-03-03
600085,2009-03-03
600087,2009-03-03
600089,2009-03-03
600096,2009-03-03
600098,2009-03-03
600100,2009-03-03
600102,2009-03-03
600104,2009-03-03
600108,2009-03-03
600109,2009-03-03
600110,2009-03-03
600111,2009-03-03
600115,2009-03-03
600117,2009-03-03
600118,2009-03-03
600123,2009-03-03
600125,2009-03-03
600132,2009-03-03
600143,2009-03-03
600150,2009-03-03
600151,2009-03-03
600153,2009-03-03
600158,2009-03-03
600170,2009-03-03
600177,2009-03-03
600183,2009-03-03
600188,2009-03-03
600196,2009-03-03
600208,2009-03-03
600210,2009-03-03
600219,2009-03-03
600220,2009-03-03
600221,2009-03-03
600236,2009-03-03
600251,2009-03-03
600256,2009-03-03
600266,2009-03-03
600269,2009-03-03
600270,2009-03-03
600271,2009-03-03
600282,2009-03-03
600299,2009-03-03
600307,2009-03-03
600308,2009-03-03
600309,2009-03-03
600316,2009-03-03
600320,2009-03-03
600325,2009-03-03
600331,2009-03-03
600348,2009-03-03
600350,2009-03-03
600357,2009-03-03
600362,2009-03-03
600376,2009-03-03
600380,2009-03-03
600383,2009-03-03
600415,2009-03-03
600418,2009-03-03
600426,2009-03-03
600428,2009-03-03
600432,2009-03-03
600456,2009-03-03
600489,2009-03-03
600497,2009-03-03
600500,2009-03-03
600508,2009-03-03
600519,2009-03-03
600528,2009-03-03
600547,2009-03-03
600548,2009-03-03
600549,2009-03-03
600550,2009-03-03
600569,2009-03-03
600583,2009-03-03
600585,2009-03-03
600588,2009-03-03
600591,2009-03-03
600595,2009-03-03
600596,2009-03-03
600597,2009-03-03
600598,2009-03-03
600600,2009-03-03
600601,2009-03-03
600611,2009-03-03
600616,2009-03-03
600631,2009-03-03
600635,2009-03-03
600638,2009-03-03
600639,2009-03-03
600642,2009-03-03
600643,2009-03-03
600649,2009-03-03
600653,2009-03-03
600655,2009-03-03
600660,2009-03-03
600663,2009-03-03
600664,2009-03-03
600674,2009-03-03
600675,2009-03-03
600685,2009-03-03
600688,2009-03-03
600690,2009-03-03
600694,2009-03-03
600717,2009-03-03
600737,2009-03-03
600739,2009-03-03
600741,2009-03-03
600747,2009-03-03
600748,2009-03-03
600761,2009-03-03
600770,2009-03-03
600779,2009-03-03
600780,2009-03-03
600795,2009-03-03
600804,2009-03-03
600808,2009-03-03
600809,2009-03-03
600811,2009-03-03
600812,2009-03-03
600820,2009-03-03
600832,2009-03-03
600835,2009-03-03
600837,2009-03-03
600839,2009-03-03
600859,2009-03-03
600863,2009-03-03
600874,2009-03-03
600875,2009-03-03
600879,2009-03-03
600881,2009-03-03
600886,2009-03-03
600887,2009-03-03
600895,2009-03-03
600900,2009-03-03
600961,2009-03-03
600978,2009-03-03
600997,2009-03-03
601001,2009-03-03
601003,2009-03-03
601005,2009-03-03
601006,2009-03-03
601009,2009-03-03
601088,2009-03-03
601111,2009-03-03
601166,2009-03-03
601168,2009-03-03
601169,2009-03-03
601186,2009-03-03
601318,2009-03-03
601328,2009-03-03
601333,2009-03-03
601390,2009-03-03
601398,2009-03-03
601588,2009-03-03
601600,2009-03-03
601601,2009-03-03
601628,2009-03-03
601666,2009-03-03
601699,2009-03-03
601808,2009-03-03
601857,2009-03-03
601866,2009-03-03
601872,2009-03-03
601898,2009-03-03
601899,2009-03-03
601918,2009-03-03
601919,2009-03-03
601939,2009-03-03
601958,2009-03-03
601988,2009-03-03
601991,2009-03-03
601998,2009-03-03
000001,2009-03-03
000002,2009-03-03
000009,2009-03-03
000012,2009-03-03
000021,2009-03-03
000024,2009-03-03
000027,2009-03-03
000031,2009-03-03
000039,2009-03-03
000046,2009-03-03
000059,2009-03-03
000060,2009-03-03
000061,2009-03-03
000063,2009-03-03
000069,2009-03-03
000088,2009-03-03
000089,2009-03-03
000100,2009-03-03
000157,2009-03-03
000301,2009-03-03
000338,2009-03-03
000401,2009-03-03
000402,2009-03-03
000422,2009-03-03
000423,2009-03-03
000425,2009-03-03
000488,2009-03-03
000503,2009-03-03
000527,2009-03-03
000528,2009-03-03
000538,2009-03-03
000539,2009-03-03
000543,2009-03-03
000559,2009-03-03
000562,2009-03-03
000568,2009-03-03
000612,2009-03-03
000623,2009-03-03
000625,2009-03-03
000629,2009-03-03
000630,2009-03-03
000651,2009-03-03
000652,2009-03-03
000667,2009-03-03
000680,2009-03-03
000686,2009-03-03
000690,2009-03-03
000709,2009-03-03
000717,2009-03-03
000718,2009-03-03
000725,2009-03-03
000728,2009-03-03
000729,2009-03-03
000755,2009-03-03
000758,2009-03-03
000767,2009-03-03
000768,2009-03-03
000778,2009-03-03
000783,2009-03-03
000792,2009-03-03
000793,2009-03-03
000800,2009-03-03
000807,2009-03-03
000822,2009-03-03
000825,2009-03-03
000829,2009-03-03
000839,2009-03-03
000858,2009-03-03
000876,2009-03-03
000878,2009-03-03
000895,2009-03-03
000897,2009-03-03
000898,2009-03-03
000900,2009-03-03
000912,2009-03-03
000917,2009-03-03
000927,2009-03-03
000932,2009-03-03
000933,2009-03-03
000937,2009-03-03
000951,2009-03-03
000959,2009-03-03
000960,2009-03-03
000968,2009-03-03
000969,2009-03-03
000983,2009-03-03
002001,2009-03-03
002024,2009-03-03
002097,2009-03-03
002128,2009-03-03
002142,2009-03-03
002146,2009-03-03
002152,2009-03-03
002155,2009-03-03
002202,2009-03-03
600000,2009-03-28
600001,2009-03-28
600004,2009-03-28
600005,2009-03-28
600006,2009-03-28
600007,2009-03-28
600008,2009-03-28
600009,2009-03-28
600010,2009-03-28
600011,2009-03-28
600015,2009-03-28
600016,2009-03-28
600017,2009-03-28
600018,2009-03-28
600019,2009-03-28
600020,2009-03-28
600021,2009-03-28
600022,2009-03-28
600026,2009-03-28
600027,2009-03-28
600028,2009-03-28
600029,2009-03-28
600030,2009-03-28
600031,2009-03-28
600033,2009-03-28
600036,2009-03-28
600037,2009-03-28
600048,2009-03-28
600050,2009-03-28
600058,2009-03-28
600062,2009-03-28
600066,2009-03-28
600068,2009-03-28
600085,2009-03-28
600087,2009-03-28
600089,2009-03-28
600096,2009-03-28
600098,2009-03-28
600100,2009-03-28
600102,2009-03-28
600104,2009-03-28
600108,2009-03-28
600109,2009-03-28
600110,2009-03-28
600111,2009-03-28
600115,2009-03-28
600117,2009-03-28
600118,2009-03-28
600123,2009-03-28
600125,2009-03-28
600132,2009-03-28
600143,2009-03-28
600150,2009-03-28
600151,2009-03-28
600153,2009-03-28
600158,2009-03-28
600170,2009-03-28
600177,2009-03-28
600183,2009-03-28
600188,2009-03-28
600196,2009-03-28
600208,2009-03-28
600210,2009-03-28
600219,2009-03-28
600220,2009-03-28
600221,2009-03-28
600236,2009-03-28
600251,2009-03-28
600256,2009-03-28
600266,2009-03-28
600269,2009-03-28
600270,2009-03-28
600271,2009-03-28
600282,2009-03-28
600299,2009-03-28
600307,2009-03-28
600308,2009-03-28
600309,2009-03-28
600316,2009-03-28
600320,2009-03-28
600325,2009-03-28
600331,2009-03-28
600348,2009-03-28
600350,2009-03-28
600357,2009-03-28
600362,2009-03-28
600376,2009-03-28
600380,2009-03-28
600383,2009-03-28
600415,2009-03-28
600418,2009-03-28
600426,2009-03-28
600428,2009-03-28
600432,2009-03-28
600456,2009-03-28
600489,2009-03-28
600497,2009-03-28
600500,2009-03-28
600508,2009-03-28
600519,2009-03-28
600528,2009-03-28
600547,2009-03-28
600548,2009-03-28
600549,2009-03-28
600550,2009-03-28
600569,2009-03-28
600583,2009-03-28
600585,2009-03-28
600588,2009-03-28
600591,2009-03-28
600595,2009-03-28
600596,2009-03-28
600597,2009-03-28
600598,2009-03-28
600600,2009-03-28
600601,2009-03-28
600611,2009-03-28
600616,2009-03-28
600631,2009-03-28
600635,2009-03-28
600638,2009-03-28
600639,2009-03-28
600642,2009-03-28
600643,2009-03-28
600649,2009-03-28
600653,2009-03-28
600655,2009-03-28
600660,2009-03-28
600663,2009-03-28
600664,2009-03-28
600674,2009-03-28
600675,2009-03-28
600685,2009-03-28
600688,2009-03-28
600690,2009-03-28
600694,2009-03-28
600717,2009-03-28
600737,2009-03-28
600739,2009-03-28
600741,2009-03-28
600747,2009-03-28
600748,2009-03-28
600761,2009-03-28
600770,2009-03-28
600779,2009-03-28
600780,2009-03-28
600795,2009-03-28
600804,2009-03-28
600808,2009-03-28
600809,2009-03-28
600811,2009-03-28
600812,2009-03-28
600820,2009-03-28
600832,2009-03-28
600835,2009-03-28
600837,2009-03-28
600839,2009-03-28
600859,2009-03-28
600863,2009-03-28
600874,2009-03-28
600875,2009-03-28
600879,2009-03-28
600881,2009-03-28
600886,2009-03-28
600887,2009-03-28
600895,2009-03-28
600900,2009-03-28
600961,2009-03-28
600978,2009-03-28
600997,2009-03-28
601001,2009-03-28
601003,2009-03-28
601005,2009-03-28
601006,2009-03-28
601009,2009-03-28
601088,2009-03-28
601111,2009-03-28
601166,2009-03-28
601168,2009-03-28
601169,2009-03-28
601186,2009-03-28
601318,2009-03-28
601328,2009-03-28
601333,2009-03-28
601390,2009-03-28
601398,2009-03-28
601588,2009-03-28
601600,2009-03-28
601601,2009-03-28
601628,2009-03-28
601666,2009-03-28
601699,2009-03-28
601808,2009-03-28
601857,2009-03-28
601866,2009-03-28
601872,2009-03-28
601898,2009-03-28
601899,2009-03-28
601918,2009-03-28
601919,2009-03-28
601939,2009-03-28
601958,2009-03-28
601988,2009-03-28
601991,2009-03-28
601998,2009-03-28
000001,2009-03-28
000002,2009-03-28
000009,2009-03-28
000012,2009-03-28
000021,2009-03-28
000024,2009-03-28
000027,2009-03-28
000031,2009-03-28
000039,2009-03-28
000046,2009-03-28
000059,2009-03-28
000060,2009-03-28
000061,2009-03-28
000063,2009-03-28
000069,2009-03-28
000088,2009-03-28
000089,2009-03-28
000100,2009-03-28
000157,2009-03-28
000301,2009-03-28
000338,2009-03-28
000401,2009-03-28
000402,2009-03-28
000422,2009-03-28
000423,2009-03-28
000425,2009-03-28
000488,2009-03-28
000503,2009-03-28
000527,2009-03-28
000528,2009-03-28
000538,2009-03-28
000539,2009-03-28
000543,2009-03-28
000559,2009-03-28
000562,2009-03-28
000568,2009-03-28
000612,2009-03-28
000623,2009-03-28
000625,2009-03-28
000629,2009-03-28
000630,2009-03-28
000651,2009-03-28
000652,2009-03-28
000667,2009-03-28
000680,2009-03-28
000686,2009-03-28
000690,2009-03-28
000709,2009-03-28
000717,2009-03-28
000718,2009-03-28
000725,2009-03-28
000728,2009-03-28
000729,2009-03-28
000755,2009-03-28
000758,2009-03-28
000767,2009-03-28
000768,2009-03-28
000778,2009-03-28
000783,2009-03-28
000792,2009-03-28
000793,2009-03-28
000800,2009-03-28
000807,2009-03-28
000822,2009-03-28
000825,2009-03-28
000829,2009-03-28
000839,2009-03-28
000858,2009-03-28
000876,2009-03-28
000878,2009-03-28
000895,2009-03-28
000897,2009-03-28
000898,2009-03-28
000900,2009-03-28
000912,2009-03-28
000917,2009-03-28
000927,2009-03-28
000932,2009-03-28
000933,2009-03-28
000937,2009-03-28
000951,2009-03-28
000959,2009-03-28
000960,2009-03-28
000968,2009-03-28
000969,2009-03-28
000983,2009-03-28
002001,2009-03-28
002024,2009-03-28
002097,2009-03-28
002128,2009-03-28
002142,2009-03-28
002146,2009-03-28
002152,2009-03-28
002155,2009-03-28
002202,2009-03-28
600000,2009-09-01
600001,2009-09-01
600004,2009-09-01
600005,2009-09-01
600006,2009-09-01
600008,2009-09-01
600009,2009-09-01
600010,2009-09-01
600011,2009-09-01
600015,2009-09-01
600016,2009-09-01
600017,2009-09-01
600018,2009-09-01
600019,2009-09-01
600022,2009-09-01
600026,2009-09-01
600027,2009-09-01
600028,2009-09-01
600029,2009-09-01
600030,2009-09-01
600031,2009-09-01
600033,2009-09-01
600036,2009-09-01
600037,2009-09-01
600048,2009-09-01
600050,2009-09-01
600058,2009-09-01
600066,2009-09-01
600068,2009-09-01
600085,2009-09-01
600087,2009-09-01
600089,2009-09-01
600096,2009-09-01
600100,2009-09-01
600102,2009-09-01
600104,2009-09-01
600108,2009-09-01
600109,2009-09-01
600110,2009-09-01
600111,2009-09-01
600117,2009-09-01
600118,2009-09-01
600123,2009-09-01
600125,2009-09-01
600132,2009-09-01
600143,2009-09-01
600150,2009-09-01
600151,2009-09-01
600153,2009-09-01
600158,2009-09-01
600169,2009-09-01
600170,2009-09-01
600176,2009-09-01
600177,2009-09-01
600183,2009-09-01
600188,2009-09-01
600196,2009-09-01
600208,2009-09-01
600210,2009-09-01
600216,2009-09-01
600219,2009-09-01
600220,2009-09-01
600221,2009-09-01
600236,2009-09-01
600251,2009-09-01
600256,2009-09-01
600266,2009-09-01
600269,2009-09-01
600270,2009-09-01
600271,2009-09-01
600276,2009-09-01
600282,2009-09-01
600299,2009-09-01
600307,2009-09-01
600308,2009-09-01
600309,2009-09-01
600316,2009-09-01
600320,2009-09-01
600325,2009-09-01
600331,2009-09-01
600348,2009-09-01
600350,2009-09-01
600352,2009-09-01
600357,2009-09-01
600362,2009-09-01
600376,2009-09-01
600380,2009-09-01
600383,2009-09-01
600395,2009-09-01
600415,2009-09-01
600418,2009-09-01
600426,2009-09-01
600428,2009-09-01
600432,2009-09-01
600456,2009-09-01
600489,2009-09-01
600497,2009-09-01
600500,2009-09-01
600508,2009-09-01
600516,2009-09-01
600518,2009-09-01
600519,2009-09-01
600528,2009-09-01
600547,2009-09-01
600548,2009-09-01
600549,2009-09-01
600550,2009-09-01
600569,2009-09-01
600582,2009-09-01
600583,2009-09-01
600585,2009-09-01
600588,2009-09-01
600595,2009-09-01
600596,2009-09-01
600597,2009-09-01
600598,2009-09-01
600600,2009-09-01
600601,2009-09-01
600611,2009-09-01
600616,2009-09-01
600631,2009-09-01
600635,2009-09-01
600638,2009-09-01
600639,2009-09-01
600642,2009-09-01
600643,2009-09-01
600649,2009-09-01
600653,2009-09-01
600655,2009-09-01
600660,2009-09-01
600663,2009-09-01
600664,2009-09-01
600674,2009-09-01
600675,2009-09-01
600685,2009-09-01
600688,2009-09-01
600690,2009-09-01
600694,2009-09-01
600717,2009-09-01
600718,2009-09-01
600737,2009-09-01
600739,2009-09-01
600741,2009-09-01
600748,2009-09-01
600770,2009-09-01
600779,2009-09-01
600782,2009-09-01
600795,2009-09-01
600804,2009-09-01
600808,2009-09-01
600809,2009-09-01
600811,2009-09-01
600812,2009-09-01
600816,2009-09-01
600820,2009-09-01
600832,2009-09-01
600835,2009-09-01
600837,2009-09-01
600839,2009-09-01
600859,2009-09-01
600874,2009-09-01
600875,2009-09-01
600879,2009-09-01
600881,2009-09-01
600886,2009-09-01
600895,2009-09-01
600900,2009-09-01
600970,2009-09-01
600997,2009-09-01
601001,2009-09-01
601005,2009-09-01
601006,2009-09-01
601009,2009-09-01
601088,2009-09-01
601111,2009-09-01
601166,2009-09-01
601168,2009-09-01
601169,2009-09-01
601186,2009-09-01
601318,2009-09-01
601328,2009-09-01
601333,2009-09-01
601390,2009-09-01
601398,2009-09-01
601588,2009-09-01
601600,2009-09-01
601601,2009-09-01
601628,2009-09-01
601666,2009-09-01
601699,2009-09-01
601727,2009-09-01
601766,2009-09-01
601808,2009-09-01
601857,2009-09-01
601866,2009-09-01
601872,2009-09-01
601898,2009-09-01
601899,2009-09-01
601918,2009-09-01
601919,2009-09-01
601939,2009-09-01
601958,2009-09-01
601988,2009-09-01
601991,2009-09-01
601998,2009-09-01
000001,2009-09-01
000002,2009-09-01
000009,2009-09-01
000012,2009-09-01
000021,2009-09-01
000024,2009-09-01
000027,2009-09-01
000031,2009-09-01
000039,2009-09-01
000046,2009-09-01
000059,2009-09-01
000060,2009-09-01
000061,2009-09-01
000063,2009-09-01
000069,2009-09-01
000089,2009-09-01
000100,2009-09-01
000157,2009-09-01
000301,2009-09-01
000338,2009-09-01
000401,2009-09-01
000402,2009-09-01
000422,2009-09-01
000423,2009-09-01
000425,2009-09-01
000488,2009-09-01
000527,2009-09-01
000528,2009-09-01
000538,2009-09-01
000543,2009-09-01
000559,2009-09-01
000562,2009-09-01
000568,2009-09-01
000612,2009-09-01
000623,2009-09-01
000625,2009-09-01
000629,2009-09-01
000630,2009-09-01
000651,2009-09-01
000652,2009-09-01
000667,2009-09-01
000680,2009-09-01
000685,2009-09-01
000686,2009-09-01
000690,2009-09-01
000709,2009-09-01
000717,2009-09-01
000718,2009-09-01
000725,2009-09-01
000728,2009-09-01
000729,2009-09-01
000758,2009-09-01
000768,2009-09-01
000778,2009-09-01
000783,2009-09-01
000792,2009-09-01
000793,2009-09-01
000800,2009-09-01
000807,2009-09-01
000822,2009-09-01
000825,2009-09-01
000839,2009-09-01
000858,2009-09-01
000876,2009-09-01
000878,2009-09-01
000895,2009-09-01
000897,2009-09-01
000898,2009-09-01
000900,2009-09-01
000912,2009-09-01
000917,2009-09-01
000927,2009-09-01
000932,2009-09-01
000933,2009-09-01
000937,2009-09-01
000951,2009-09-01
000959,2009-09-01
000960,2009-09-01
000968,2009-09-01
000969,2009-09-01
000983,2009-09-01
000999,2009-09-01
002001,2009-09-01
002024,2009-09-01
002028,2009-09-01
002038,2009-09-01
002122,2009-09-01
002128,2009-09-01
002142,2009-09-01
002155,2009-09-01
002194,2009-09-01
002202,2009-09-01
002242,2009-09-01
002244,2009-09-01
002269,2009-09-01
600000,2009-09-02
600001,2009-09-02
600004,2009-09-02
600005,2009-09-02
600006,2009-09-02
600008,2009-09-02
600009,2009-09-02
600010,2009-09-02
600011,2009-09-02
600015,2009-09-02
600016,2009-09-02
600017,2009-09-02
600018,2009-09-02
600019,2009-09-02
600022,2009-09-02
600026,2009-09-02
600027,2009-09-02
600028,2009-09-02
600029,2009-09-02
600030,2009-09-02
600031,2009-09-02
600033,2009-09-02
600036,2009-09-02
600037,2009-09-02
600048,2009-09-02
600050,2009-09-02
600058,2009-09-02
600066,2009-09-02
600068,2009-09-02
600085,2009-09-02
600087,2009-09-02
600089,2009-09-02
600096,2009-09-02
600100,2009-09-02
600102,2009-09-02
600104,2009-09-02
600108,2009-09-02
600109,2009-09-02
600110,2009-09-02
600111,2009-09-02
600117,2009-09-02
600118,2009-09-02
600123,2009-09-02
600125,2009-09-02
600132,2009-09-02
600143,2009-09-02
600150,2009-09-02
600151,2009-09-02
600153,2009-09-02
600158,2009-09-02
600169,2009-09-02
600170,2009-09-02
600176,2009-09-02
600177,2009-09-02
600183,2009-09-02
600188,2009-09-02
600196,2009-09-02
600208,2009-09-02
600210,2009-09-02
600216,2009-09-02
600219,2009-09-02
600220,2009-09-02
600221,2009-09-02
600236,2009-09-02
600251,2009-09-02
600256,2009-09-02
600266,2009-09-02
600269,2009-09-02
600270,2009-09-02
600271,2009-09-02
600276,2009-09-02
600282,2009-09-02
600299,2009-09-02
600307,2009-09-02
600308,2009-09-02
600309,2009-09-02
600316,2009-09-02
600320,2009-09-02
600325,2009-09-02
600331,2009-09-02
600348,2009-09-02
600350,2009-09-02
600352,2009-09-02
600357,2009-09-02
600362,2009-09-02
600376,2009-09-02
600380,2009-09-02
600383,2009-09-02
600395,2009-09-02
600415,2009-09-02
600418,2009-09-02
600426,2009-09-02
600428,2009-09-02
600432,2009-09-02
600456,2009-09-02
600489,2009-09-02
600497,2009-09-02
600500,2009-09-02
600508,2009-09-02
600516,2009-09-02
600518,2009-09-02
600519,2009-09-02
600528,2009-09-02
600547,2009-09-02
600548,2009-09-02
600549,2009-09-02
600550,2009-09-02
600569,2009-09-02
600582,2009-09-02
600583,2009-09-02
600585,2009-09-02
600588,2009-09-02
600595,2009-09-02
600596,2009-09-02
600597,2009-09-02
600598,2009-09-02
600600,2009-09-02
600601,2009-09-02
600611,2009-09-02
600616,2009-09-02
600631,2009-09-02
600635,2009-09-02
600638,2009-09-02
600639,2009-09-02
600642,2009-09-02
600643,2009-09-02
600649,2009-09-02
600653,2009-09-02
600655,2009-09-02
600660,2009-09-02
600663,2009-09-02
600664,2009-09-02
600674,2009-09-02
600675,2009-09-02
600685,2009-09-02
600688,2009-09-02
600690,2009-09-02
600694,2009-09-02
600717,2009-09-02
600718,2009-09-02
600737,2009-09-02
600739,2009-09-02
600741,2009-09-02
600748,2009-09-02
600770,2009-09-02
600779,2009-09-02
600782,2009-09-02
600795,2009-09-02
600804,2009-09-02
600808,2009-09-02
600809,2009-09-02
600811,2009-09-02
600812,2009-09-02
600816,2009-09-02
600820,2009-09-02
600832,2009-09-02
600835,2009-09-02
600837,2009-09-02
600839,2009-09-02
600859,2009-09-02
600874,2009-09-02
600875,2009-09-02
600879,2009-09-02
600881,2009-09-02
600886,2009-09-02
600895,2009-09-02
600900,2009-09-02
600970,2009-09-02
600997,2009-09-02
601001,2009-09-02
601005,2009-09-02
601006,2009-09-02
601009,2009-09-02
601088,2009-09-02
601111,2009-09-02
601166,2009-09-02
601168,2009-09-02
601169,2009-09-02
601186,2009-09-02
601318,2009-09-02
601328,2009-09-02
601333,2009-09-02
601390,2009-09-02
601398,2009-09-02
601588,2009-09-02
601600,2009-09-02
601601,2009-09-02
601628,2009-09-02
601666,2009-09-02
601699,2009-09-02
601727,2009-09-02
601766,2009-09-02
601808,2009-09-02
601857,2009-09-02
601866,2009-09-02
601872,2009-09-02
601898,2009-09-02
601899,2009-09-02
601918,2009-09-02
601919,2009-09-02
601939,2009-09-02
601958,2009-09-02
601988,2009-09-02
601991,2009-09-02
601998,2009-09-02
000001,2009-09-02
000002,2009-09-02
000009,2009-09-02
000012,2009-09-02
000021,2009-09-02
000024,2009-09-02
000027,2009-09-02
000031,2009-09-02
000039,2009-09-02
000046,2009-09-02
000059,2009-09-02
000060,2009-09-02
000061,2009-09-02
000063,2009-09-02
000069,2009-09-02
000089,2009-09-02
000100,2009-09-02
000157,2009-09-02
000301,2009-09-02
000338,2009-09-02
000401,2009-09-02
000402,2009-09-02
000422,2009-09-02
000423,2009-09-02
000425,2009-09-02
000488,2009-09-02
000527,2009-09-02
000528,2009-09-02
000538,2009-09-02
000543,2009-09-02
000559,2009-09-02
000562,2009-09-02
000568,2009-09-02
000612,2009-09-02
000623,2009-09-02
000625,2009-09-02
000629,2009-09-02
000630,2009-09-02
000651,2009-09-02
000652,2009-09-02
000667,2009-09-02
000680,2009-09-02
000685,2009-09-02
000686,2009-09-02
000690,2009-09-02
000709,2009-09-02
000717,2009-09-02
000718,2009-09-02
000725,2009-09-02
000728,2009-09-02
000729,2009-09-02
000758,2009-09-02
000768,2009-09-02
000778,2009-09-02
000783,2009-09-02
000792,2009-09-02
000793,2009-09-02
000800,2009-09-02
000807,2009-09-02
000822,2009-09-02
000825,2009-09-02
000839,2009-09-02
000858,2009-09-02
000876,2009-09-02
000878,2009-09-02
000895,2009-09-02
000897,2009-09-02
000898,2009-09-02
000900,2009-09-02
000912,2009-09-02
000917,2009-09-02
000927,2009-09-02
000932,2009-09-02
000933,2009-09-02
000937,2009-09-02
000951,2009-09-02
000959,2009-09-02
000960,2009-09-02
000968,2009-09-02
000969,2009-09-02
000983,2009-09-02
000999,2009-09-02
